source,year,abstract,label
Jurnal INFOTEL IT Telkom (IndoT5 Parafrase),2015,"(pa) adalah mata kuliah yang diajukan untuk memenuhi persyaratan studi diploma di suatu perguruan tinggi, dan mata kuliah ini dilaksanakan pada semester 6 (enam) atau tingkat akhir dari perkuliahan studi diploma. analisis dan pemodelan proses bisnis dalam pelaksanaan proyek akhir ini dapat digunakan untuk mengidentifikasi bahwa ada kasus yang dapat dimodelkan dengan model proses bisnis dan notasi swimlanes s, dimana masing-masing model memiliki kelebihan dan kekurangannya sendiri. - analisis dan pemodelan proses bisnis pelaksanaan proyek akhir, yang dapat digunakan sebagai alat bantu dalam mengidentifikasi kebutuhan sistem tersebut. mengidentifikasi kebutuhan sistem (s) (a) kebutuhan sistem yang relevansi (c) ) swill s",ai
Jurnal TEKNOINFO Teknokrat (IndoT5 Parafrase),2017,"untuk kelancaran proses pembelajaran di sekolah dasar ar-raudah, diperlukan sumber dana yang salah satunya adalah dari pembayaran biaya sekolah yang diperoleh dari siswa, kemudian diinputkan ke program microsoft excel, sehingga sering terjadi kesalahan transaksi pencatatan dan pembuatan laporan yang tidak efisien dan kurangnya keamanan data. metode pengembangan sistem yang digunakan adalah waterfall dan bahasa pemrograman delphi 7. 0 dengan database destop atau paradox. dan sebagai akibatnya, untuk mempercepat pengambilan keputusan oleh kepala sekolah yang berwenang. dan keamanan data (da) (sd).",ai
"SIMETRIS (Jurnal Teknik Mesin, Elektro dan Ilmu Komputer) UMK (IndoT5 Parafrase)",2013,"untuk menjaga kelangsungan industri tersebut, penelitian ini membahas bagaimana meningkatkan keunggulan kompetitif pada usaha kecil dan menengah (ukm) kerajinan mayong melalui model e-business bertujuan untuk mengembangkan model bisnis yang dapat digunakan untuk meningkatkan daya saing. manfaat yang diharapkan dari model ini adalah bahwa ukm gerabah dapat mempromosikan produknya melalui internet. selain itu, proses transaksi bisnis juga dapat dilakukan melalui internet.",ai
ILKOM Jurnal Ilmiah UMI Makassar (IndoT5 Parafrase),2017,"untuk saat ini, pemerintah provinsi gorontalo dihadapkan pada masalah yang berkaitan dengan layanan informasi data. data layanan informasi terkait dengan data sarana rumah sakit dan rumah sakit belum terinci, sehingga pemerintah kesulitan dalam mengambil keputusan dalam bentuk peta digital, sehingga masyarakat dapat mengetahui jarak lokasi terdekat dari rumah sakit ke rumah sakit lainnya, begitu juga dengan klinik ke klinik lainnya. ( 1 ) oj l 201, 30. 2005, hal itu akan sering mengalami kesulitan mencari lokasi terdekat untuk layanan kesehatan.",ai
Jurnal Sisfokom ISB Atma Luhur (IndoT5 Parafrase),2017,"lab komputer adalah unit pelaksana teknis yang digunakan oleh mahasiswa untuk melaksanakan kegiatan praktikum dengan tujuan untuk mendukung pelaksanaan proses belajar mengajar, laboratorium komputer harus dikelola dengan baik seperti dalam pencatatan administrasi, pendataan inventaris, perawatan komputer dan pelaporan. untuk mendukung kegiatan tersebut, maka diperlukan sebuah aplikasi yang dapat mempermudah dalam melakukan pencacahan dan menghasilkan keluaran yang lebih mudah dan akurat. ( 1 ) oj l 201, 30.",ai
Jurnal INFOTEL IT Telkom (IndoT5 Parafrase),2017,"wireless pada standar ieee 802. 11 adalah salah satu teknologi nirkabel yang dapat mengatasi masalah ini, memiliki cakupan area komunikasi yang tidak terlalu luas, yaitu antara 20-70 meter, hanya mampu melayani 8192 stasiun dengan hierarki aid yang baru, memiliki konsumsi energi yang lebih rendah, dan mampu meningkatkan nilai throughput dengan mekanisme raw, pada penelitian ini. mengubah jumlah raw slot pada ieeee 802 11ah. untuk melihat bagaimana hal itu mempengaruhi kinerja jaringan, dalam hal ini adalah throughput, average delay, dan flex (raw) (a), dan (a) -, dan aplikasi yang lebih baik, dan fleksibilitas, sehingga, yang lain.",ai
"SIMETRIS (Jurnal Teknik Mesin, Elektro dan Ilmu Komputer) UMK (IndoT5 Parafrase)",2017,"(a) tujuan dari penelitian ini adalah untuk mengembangkan sistem yang dapat memberikan rekomendasi kepada calon jamaah dalam memilih biro perjalanan haji dan umrah yang akan digunakan secara online, dengan menggunakan bahasa pemrograman php dan mysql sebagai database engine, dengan simple additive weighting sebagai metode untuk mencari alternatif terbaik berdasarkan kriteria yang telah ditentukan, serta menjadi media promosi bagi perusahaan biro perjalanan haji dan umrah yang telah terdaftar di dalamnya. dan dapat diakses secara online oleh calon jamaah, dengan tujuan untuk membantu calon jamaah dalam pemilihan biro perjalanan mereka sendiri, dan sebagai sarana dan sebagai berikut ini. - sistem ini, yang",ai
JIP (Jurnal Informatika Polinema) (IndoT5 Parafrase),2016,"mengidentifikasi produk hasil pertanian dan perkebunan secara otomatis dengan bantuan aplikasi pengolahan citra, pendukung identifikasi menggunakan bantuan media webcam sebagai pengambilan gambar tomat yang dibuat histogram warnanya, kemudian diidentifikasi menggunakan jaringan saraf tiruan agar komputer dapat memperoleh informasi citra dan dapat mengetahui jenis kematangan buah tersebut. tingkat keberhasilan identifikasi kematangan buah tomat yang diperoleh menggunakan metode pembelajaran perceptron memiliki tingkat keberhasilan 43,33, sedangkan untuk setengah matang 6,66, dan matang 26,66. 6,6, dan 26,6 6. (26,6 ). - (1) (a).",ai
ILKOM Jurnal Ilmiah UMI Makassar,2016,"malaria adalah penyakit kronis dan akut yang disebabkan oleh protozoa dari jenis plasmodium. ada 4 spesies yang utama dari jenis plasmodium yang menyebabkan penyakit malaria pada manusia, yaitu plasmodium falciparum, plasmodium vivax, plasmodium malariae dan plasmodium ovale. yang paling berbahaya dari spesies ini adalah plasmodium falciparum karena akibatnya bisa fatal dan spesies ini juga yang paling banyak menyebabkan kematian. penelitian ini bertujuan untuk membuat sistem klasifikasi stadium penyakit malaria berdasarkan citra plasmodium falciparum. penelitian ini dilakukan di puskesmas perawatan koya barat distrik muara tami kota jayapura propinsi papua dan daerah ini merupakan daerah endemik malaria. ekstrasi ciri plasmodium falciparum menggunakan",human
Sistemasi (Sistem Informasi) UNISI (IndoT5 Parafrase),2013,", memindahkan keahlian seseorang ke dalam program, menciptakan alat bantu kerja dan praktikum reparasi televisi berwarna bagi siswa jurusan audio video. tujuan dari penelitian ini adalah untuk menciptakan suatu reperensi atau panduan untuk memperbaiki televisi berwarna, membuat program yang dapat membantu memecahkan masalah kerusakan pada televisi berwarna tersebut, sehingga perlu adanya solusi untuk mengatasi masalah kerusakan yang terjadi pada televisi warna tersebut, manfaat dari studi ini adalah, tersedianya reperensi dan panduan untuk reparasi televisi berwarna, mempercepat waktu diagnosis kerusakan yang akan terjadi, tujuan dari penelitian ini adalah.",ai
Sistemasi (Sistem Informasi) UNISI,2017,"sistem pakar adalah cabang dari kecerdasan buatan yang mengandung pengetahuan dan pengalaman yang dimasukkan oleh banyak pakar ke dalam suatu area pengetahuan tertentu, sehingga setiap orang dapat menggunakannya untuk memecahkan berbagai masalah yang bersifat spesifik, dalam hal ini untuk memecahkan masalah dibidang penyakit pencernaan manusia dengan menggunakan metode case based reasoning. case based reasoning merupakan metode untuk menyelesaikan masalah dengan mengingat kejadian-kejadian yang sama atau sejenis yang pernah terjadi dimasa lalu kemudian menggunakan pengetahuan atau informasi tersebut untuk menyelesaikan masalah yang baru, atau dengan kata lain menyelesaikan masalah dengan menghadapi solusi-solusi yang pernah digunakan dimana lalu.kata kunci sistem pakar, case",human
Jurnal INFOTEL IT Telkom,2017,"software defined network (sdn) adalah sebuah paradigma baru dalam dunia jaringan yang mampu memusatkan fungsi beberapa control plane pada layer 2 maupun di layer 3 secara terprogram, hal tersebut menyebabkan jaringan akan bersifat lebih fleksibel dan terskala. dengan jumlah pertumbuhan pengguna internet yang semakin tinggi maka hal tersebut akan berbanding lurus terhadap kompleksitas dari jaringan internet itu sendiri. sehingga paradigma sdn ini menjadi salah satu solusi yang muncul. penerapan virtual local area network (vlan) pada jaringan tradisional telah menjadi hal yang penting dan banyak diterapkan. fungsi vlan adalah untuk membatasi broadcast trafik dari suatu host, sehingga hanya dapat mengirim data",human
"SIMETRIS (Jurnal Teknik Mesin, Elektro dan Ilmu Komputer) UMK",2017,"mesin pembuat kampas rem non asbestos berbahan serat pulp merupakan kampas hasil inovasi komponen otomotif yang memiliki keunggulan diantaranya, sifat gesek tinggi, tahan panas dan bebas asbes. telah dilakukan penelitian perekayasaan mesin pembuat kampas rem berbahan serat pulp skala kecil, dapat digunakan langsung sebagai alat produksi skala kecil atau untuk mensosialisasikan proses penelitian berbagai variasi bahan baku kampas rem. mesin ini terdiri dari dua bagian yaitu mesin pengurai serat , pengaduk dan pembuat kampas rem serat pulp jenis rem cakram (disk brake). mesin pengurai berfungsi untuk memisahkan serat pulp menjadi serat yang terurai secara individu, mesin pengaduk berfungsi untuk mengaduk",human
Jurnal TEKNOINFO Teknokrat (IndoT5 Parafrase),2017,"(s-commerce) penelitian ini bersifat kuantitatif dengan menggunakan model kepuasan pelanggan pada tiga situs web, yaitu tokopedia. id, menggunakan metode statistik struktural equation modelling (sem) berbasis partial least square (pls) dan perangkat lunak smartpls untuk membuktikan hubungan antar variabel penelitian, yang terdiri dari kualitas informasi, kualitas sistem dan kualitas layanan. metode pengumpulan data yang digunakan adalah pengisian kuesioner dengan responden 400 pengguna internet di provinsi.",ai
EXPLORE (Jurnal Sistem Informasi dan Telematika) UBL,2017,"perekrutan dosen pada ibi darmajaya meliputi 2 hal, yakni perekrutan dosen akademik. baik dosen akademik memiliki pola perencanaan dan seleksi penempatan yang sama, kecuali pada kriteria yang ditetapkan, dimana dosen memiliki persyaratan khusus dari direktorat jenderal pendidikan tinggi dan kebutuhan masing-masing program studi. sedangkan perencanaan staf akademik ditentukan berdasarkan kebutuhan kerja per unit. guna mengatasi permasalahan penilaian yang bersifat subyektif maka dikembangkan rumusan masalah yaitu bagaimana proses perekrutan dan seleksi dosen baru dapat dilakukan dengan obyektif, cepat, dan sistematik dengan memanfaatkan data dan informasi yang relevan dalam proses tersebut. penelitian ini menggunakan perbandingan dua metode dalam perekrutan dosen pada ibi",human
EXPLORE (Jurnal Sistem Informasi dan Telematika) UBL (IndoT5 Parafrase),2013,"food and beverage cafe dawiels adalah restoran bergaya klasik yang menawarkan kenyamanan, kenikmatan dan tempat bersantai bersama teman dan keluarga dengan menggunakan bahasa pemrograman visual basic 6. 0, sehingga mahasiswa dapat mengintegrasikan teori dan praktik yang diperoleh di bangku perkuliahan dengan kenyataan yang ada di lapangan, dan juga untuk memberikan pandangan dan pengalaman langsung di dunia kerja, untuk tujuan ini penulis tertarik untuk mengembangkan sistem pengolahan data dengan menggunakan komputerisasi, yaitu dengan program visual basics 6. dan untuk memperkenalkan penggunaan aplikasi komputer, dan sebagainya. ), dan lain s, dan kenyamanan konsumen -. dari dan sebagai berikut (c) (c). pada saat",ai
Jurnal Tekno Kompak TEKNOKRAT,2017,balai pemantapan kawasan hutan wilayah xx bandar lampung adalah salah satu instansi pemerintahan yang memiliki bagian pengadaan barang pendukung. bagian gudang memiliki tugas pengadaan barang habis pakai sebagai sarana penunjang kegiatan untuk keperluan kegiatan pegawai. tersedianya persediaan barang habis pakai maka diharapkan apa yang dibutuhkan oleh sub kepala bagian sehingga pegawai dapat terpenuhi sehingga dapat memperlancar kegiatan pengguna dan dapat menghindari terjadinya kekurangan barang yang di butuhkan. permasalahan yang ada yaitu barang habis pakai memerlukan pengolahan barang masuk dan barang keluar yang baik sehingga kebutuhan akan barang untuk keperluan kegiatan dapat terpenuhi secara optimal dengan resiko kerugian yang sangat kecil.,human
EXPLORE (Jurnal Sistem Informasi dan Telematika) UBL,2017,"bagi seorang siswa kemampuan membaca adalah hal yang sangat penting. karenanya siswa yang telah lulus dari taman kanak kanak di tuntut untuk dapat membaca. meskipun pada taman kanak kanak, guru telah memperkenalkan huruf dan kata sederhana, diperlukan sebuah cara untuk memicu anak anak agar gemar membaca. dalam penelitian ini akan di bahas mengenai pembuatan aplikasi menggunakan speech to text untuk membantu siswa belajar membaca.",human
Jurnal INFOTEL IT Telkom,2016,"teknologi long term evolution (lte) dikembangkan dengan tujuan untuk mengurangi biaya yang dikeluarkan oleh pengguna maupun operator jasa telekomunikasi, memperluas daerah jangkauan, menambah kapasitas sistem, dan mengurangi delay. dengan spesifikasi yang tinggi, lte diharapkan mampu memberikan kemudahan pelanggan dalam mengakses layanan voice over ip, streaming, dan video conference. lte diharapkan mampu memberikan layanan dengan besar throughput yang tinggi dan delay yang rendah. padahal tidak semua user membutuhkan throughput yang sama besar namun yang dibutuhkan adalah kesesuaian pengendalian delay dan fairness index untuk setiap user dengan tetap memperhatikan batasan throughput. untuk mendapatkan kinerja dan hasil yang maksimal tersebut pada lte diperlukan",human
Jurnal INFOTEL IT Telkom,2014,"saat ini, dalam dunia telekomunikasi, (worldwide interoperability for microwave access) wimax merupakan teknologi nirkabel yang menyediakan hubungan jalur lebar dalam jarak jauh, memiliki kecepatan akses yang tinggi dan jangkauan yang luas serta menyediakan berbagai macam jenis layanan. masalah yang menarik dan menantang pada wimax adalah dalam hal menyediakan jaminan kualitas pelayanan (qos) untuk jenis layanan yang berbeda dengan bermacam-macam kebutuhan qos-nya. untuk memenuhi kebutuhan qos tersebut, maka diperlukan suatu algoritma penjadwalan. dalam penelitian ini dilakukan simulasi jaringan wimax menerapkan algoritma penjadwalan dengan metode homogeneous algorithm dan hybrid algorithm. perwakilan pada metode homogeneous algorithm akan menggunakan algoritma penjadwalan weighted fair queuing",human
"SIMETRIS (Jurnal Teknik Mesin, Elektro dan Ilmu Komputer) UMK (IndoT5 Parafrase)",2016,", penggunaan raspberry pi adalah untuk mengontrol dan memantau peralatan elektronik dari jarak jauh melalui smartphone android, yang kemudian dikirimkan oleh transiver dan diterima oleh reciver, lalu dibaca oleh mikrokontroler avr atmega328, sehingga dapat memberikan solusi untuk mengontrol perangkat elektronik yang ada di rumah dengan cara terpusat pada smartphone android, dilengkapi dengan media internet yang meringankan kerja manusia dan mengoptimalkan keamanan perangkat elektronik. dengan demikian dapat menyediakan solusi untuk mengendalikan perangkat elektronik di dalam rumah, dengan cara yang lebih efisien dan lebih aman. - perangkat elektronik, dan memastikan bahwa perangkat elektronik, dan keamanan. (perangkat elektronik) (peralat elektronik ), dan perangkat,",ai
Jurnal INFOTEL IT Telkom (IndoT5 Parafrase),2016,"(paud) adalah pendidikan sebelum pendidikan dasar, yang merupakan upaya pembinaan yang ditujukan untuk anak berusia dua sampai enam tahun, dan merupakan salah satu aspek dalam kecerdasan yang harus dikembangkan oleh anak usia dini adalah warna. aplikasi yang dihasilkan adalah program game yang dapat dipasang di ponsel pintar, khususnya android. seluruh fungsionalitas dalam aplikasi ini telah diuji dan dapat memenuhi harapan peneliti untuk mengemas pendidikan dalam bentuk game. pengenalan warna untuk anak usia awal juga akan menambah minat anak untuk mempelajari sesuatu yang baru. dan juga akan meningkatkan minat mereka untuk mempelajari hal-hal yang akan membuat anak tertarik untuk mengembangkan pendidikan",ai
Jurnal INFOTEL IT Telkom (IndoT5 Parafrase),2012,", aplikasi sistem informasi jadwal perkuliahan berbasis jquery mobile dengan menggunakan php dan mysql pada proyek penelitian ini diharapkan dapat mempermudah pemberitahuan perubahan jadwal kepada dosen dan mahasiswa dengan membuat aplikasi sistem informasi jadwal perkuliahan ini menggunakan beberapa tahap yaitu pengujian integrasi, pengujian sistem, pengujian validasi dan pengujian penerimaan pada ponsel, untuk mendapatkan hasil yang lebih baik, adapun saran-saran yang dapat diberikan terhadap aplikasi ini adalah untuk meningkatkan tampilan aplikasi dan untuk membuat aplikasi ini dibuat menggunakan php agar tampilan lebih baik dan memiliki keunggulan tambahan yang lebih besar dari aplikasi. untuk mengembangkan aplikasi ini harus dibuat menggunakan aplikasi ini",ai
"SIMETRIS (Jurnal Teknik Mesin, Elektro dan Ilmu Komputer) UMK (IndoT5 Parafrase)",2014,"untuk membantu pemerintah daerah dalam membina industri kecil dan menengah (ukm) untuk lebih mengenal hki (hak kekayaan intelektual) dan untuk memperkenalkan pentingnya hki kepada masyarakat industri, khususnya di kabupaten kudus, penelitian ini akan mengembangkan prototipe aplikasi yang dapat digunakan oleh masyarakat umum dengan menggunakan uml (uniform modelling literacy system). kata kunci gis, hki, web, ood.",ai
Jurnal INFOTEL IT Telkom (IndoT5 Parafrase),2017,"(lte) adalah teknologi komunikasi wireless generasi keempat yang saat ini sedang berkembang, dan antena pada skripsi ini memiliki pergeseran frekuensi dari 2. 384 mhz, gain sebesar 4. dari desain dan implementasi antena, antena ini memiliki perpindahan frekuensi -38. 582 db dan vswr nbsp 1. dari rancangan dan analisis tersebut, antena tersebut dapat digunakan sebagai antena teknologi lte dengan menggunakan antena dua antena yang memiliki polarisasi elips - 8 db yang digunakan untuk antena yang digunakan dalam aplikasi lte - antentu - antena yang telah digunakan pada antena yang sama - antena modulasi yang digunakan pada frekuensi tengah - antena -",ai
"SIMETRIS (Jurnal Teknik Mesin, Elektro dan Ilmu Komputer) UMK (IndoT5 Parafrase)",2017,", bencana kebakaran dapat terjadi di mana saja dan kapan saja, dapat berupa suhu, kelembaban, bahan bakar kebakaran, titik api, dalam penelitian ini, data parameter kebakaran dikumpulkan oleh jaringan wireless sensor network yang ditempatkan secara spesifik pada lokasi di dalam gedung, tetapi tidak semua parameter kebakaran akan digunakan karena semakin banyak parameter kebakaran yang digunakan akan menyebabkan beban komputasi meningkat, sehingga data parameter yang paling penting saja yang akan digunakan. dan sebagai dasar untuk pencarian jalur evakuasi bencana kebakaran. - atribut kebakaran - data reduksi.",ai
JUSIFO UIN Raden Fatah (IndoT5 Parafrase),2017,"ini akan menganalisis implementasi open data sebagai salah satu alternatif untuk mendeteksi dan mengurangi korupsi di indonesia, mulai dari tingkat pemerintah daerah hingga pemerintah pusat, dengan mengambil studi perbandingan dengan implementasi di negara-negara tertentu sebagai referensi, hasil dari penelitian ini menunjukkan bahwa adopsi open data dapat meningkatkan transparansi publik dan pengurangan korupsi. (2) penelitian ini akan menganalisis adopsi open data sebagai alat untuk memfasilitasi keterbukaan informasi oleh pemerintah.",ai
"SIMETRIS (Jurnal Teknik Mesin, Elektro dan Ilmu Komputer) UMK",2016,"ponsel memiliki sebuah sistem operasi dalam penggunaannya, salah satu sistem operasi yang sedang meningkat saat ini adalah android. jurnal kali ini mengambil materi pembuatan aplikasi augmented reality berbasis android. aplikasi ini berisi pengenalan sejarah kerajaan di daerah cirebon dalam bentuk istana kerajaan secara tiga dimensi. augmented reality ini dibuat dengan menggunakan software unity, sedangkan untuk objek 3dimensi yang akan ditampilkan pada handphone dibuat dengan blender 2.69 dan untuk marker dibuat menggunakan adobe photoshop yang dimanipulasikan sebagai marker. dalam penulisan ini dijelaskan mengenai cara membuat objek 3dimensi yang dibuat dengan blender 2.69 dan juga tentang cara pembuatan augmented reality menggunakan unity.",human
Jurnal Komputer Terapan PCR,2016,"sangat sulit untuk mendapatkan besarnya kepercayaan atau certainty factor (cf) terhadap gejala yang dialamipenyakit pada anak. dalam penelitian ini, peneliti mengusulkan suatu metode penghitungan besarnya cf pengguna pada aplikasi sistem pakar untuk evaluasi gangguan pernafasan pada anak dimana penentuan penyakit dengan menggunakan metode certainty factor (cr). dengan menggunakan metode ini, diharapkan sistem pakar akan menjadi lebih mudah digunakan karena orang tua cukup memasukkan gejala penyakit yang dialami. sistem secara otomatis akan menghitung nilai cf pengguna. nilai cf diperoleh dengan menghitung rata-rata gejala yang dimasukkan oleh orang tua terhadap aturan yang diberikan oleh pakar. metode certainty factor ini sudah diimplementasikan dalam",human
"SIMETRIS (Jurnal Teknik Mesin, Elektro dan Ilmu Komputer) UMK (IndoT5 Parafrase)",2015,"(cd) pada rental kaset akin tanjung pendam kabupaten beltim ini merupakan sistem informasi penyewaan kaset yang dirancang dengan menggunakan metodologi berorientasi objek dengan alat bantu uml (unified modelling literacy), pengamatan langsung dan wawancara dengan pihak terkait, memberikan peningkatan kinerja kerja, peningkatan kinerja dan pengolahan data yang lebih baik, tepat, cepat dan tepat. yang akan menghasilkan sesuatu yang berbeda atau lebih baik. daya saing sebagai dasar keunggulan ditentukan oleh kemampuan untuk berkembang dan memahami perubahan perilaku atau organisasi (sistem). - tujuan untuk mendukung keputusan yang relevansi yang sesuai dengan cara yang sesuai. di bidang yang relevan yang akan membuat keputusan yang",ai
JISKA (Jurnal Informatika Sunan Kalijaga),2016,"pengujian perangkat lunak merupakan elemen kritis dalam menentukan kualitas suatu perangkat lunak. pengujian ini meliputi desain, spesifikasi, dan koding. penelitian ini bertujuan menguji kualitas perangkat lunak sistem informasi akademik di universitas islam negeri sunan kalijaga. pengujian ini menggunakan kerangka kerja mccall pada aspek product operation. lima metrik yang diuji adalah correctness, reliability, efficiency, integrity, dan usability. hasil pengujian menunjukan bahwa sistem informasi akademik ini memiliki kualitas yang baik dengan nilai di atas 70. kata kunci sistem informasi akademik, mccall, pengujian perangkat lunak.",human
"SIMETRIS (Jurnal Teknik Mesin, Elektro dan Ilmu Komputer) UMK",2013,"indonesia memiliki warisan budaya yang sangat banyak. gamelan merupakan warisan budaya yang perlu dilestarikan. usaha untuk pelestarian gamelan perlu dilakukan agar musik gamelan jangan sampai punah apalagi diakui negara lain. notasi musik diperlukan sebagai panduan untuk memainkan suatu musik. dalam memainkan gamelan diperlukan adanya notasi musik sebagai panduan untuk memudahkan generasi mendatang dalam memainkan musik gamelan. penelitian kali ini mendeteksi notasi musik gamelan dari sinyal audio gamelan. kata kunci gamelan, stft",human
"SIMETRIS (Jurnal Teknik Mesin, Elektro dan Ilmu Komputer) UMK",2013,"kendaraan roda tiga (three wheelers) adalah salah satu kendaraan dengan inovasi dan teknologi terbaru yang saat ini berkembang. kendaraan roda tiga ini didesain berdasarkan konsep kendaraan roda tiga untuk stabilitas, keselamatan dan kemampuan pengendaraan maksimum dengan lebar total sekitar 1300 mm. rancangan prototype ini memadukan konsep kendaraan buge dengan atv,dimana suspensi bagian depan dirancang mengunakan dua shock breaker dengan lengan ayun di kiri dan kanan yang mampu bergerak dinamis layaknya atv. analsis pada rangka prototype kendaraan buge ini dilakukan dengan menggunakan finite elemen software. tujuannya untuk mengetahui deformasi yang terjadi serta daerah kritis dan daerah aman pada rangka. berat beban",human
Jurnal INFOTEL IT Telkom,2017,"belum meratanya jaringan 4glte di kota balikpapan khususnya kecamatan balikpapan timur maka dibutuhkanlah suatu perancangan jaringan 4g lte agar semua pengguna smartphone di balikpapan timur dapat menggunakan teknologi ini. dalam perencanaan jaringan 4g lte pada penelitian ini mengunakan physical cell identity (pci) supaya tidak terjadi interferensi antar satu dengan sel lain.metode penelitian diawali dengan melakukan simulasi dengan menggunakan software atoll meliputi simulasi perencanaan jaringan tanpa pci, simulasi perencanaan jaringan menggunakan pci dilanjutkan dengan membandingkan hasil yang didapatkan. untuk nilai parameter best signal level dan rsrp tidak mengalami perubahan setelah diterapkan pci, sedangkan untuk nilai parameter c (n i) setelah penggunaan",human
"SIMETRIS (Jurnal Teknik Mesin, Elektro dan Ilmu Komputer) UMK",2016,"pompa adalah alat untuk memindahkan cairan dari dataran rendah ke dataran tinggi. pengoperasiannya bila lama digunakan akan mengurangi efisiensi dari prestasi pompa tersebut sehingga diperlukan perbaikan dan perawatan. salah satu perawatannya antara lain dengan memperbaiki komponen utamanya yaitu impeler atau baling-baling. pada pembuatan impeler tahap pertama adalah desain bentuk impeler dengan memperhatikan beberapa parameter sehingga meningkatan efisiensi pompa. tujuan penelitian ini adalah untuk mengubah profil impeler agar efisiensi meningkat dan mendapatkan impeler yang lebih efektif dengan bantuan perangkat lunak cad dan cfd. cfd adalah metode penghitungan, memprediksi, dan pendekatan aliran fluida secara numerik dengan bantuan komputer. cad mengubah dari model",human
Jurnal INFOTEL IT Telkom (IndoT5 Parafrase),2013,", seperti halnya internet, yang merupakan jaringan global yang dapat mengkomunikasikan satu komputer dengan komputer lainnya, di mana pun mereka berada, maka dapat diterapkan proses kontrol jarak jauh dengan menggunakan mikrokontroler sedemikian rupa sehingga objek yang bergerak mencurigakan dapat dimonitor oleh webcam, yang dapat digerakkan secara dinamis oleh pengguna, dalam penelitian ini alat kendali motor servo dapat bekerja dengan baik, dengan sudut mendekati 1800, pengguna dapat mengendalikan pergerakan kamera dengan tombol yang tersedia pada tampilan halaman web berbasis html yang dapat digunakan untuk mendukung sistem keamanan, untuk menghindari kasus pencurian, dan.",ai
JIP (Jurnal Informatika Polinema),2015,"puskesmas talango merupakan unit pelaksana teknis dinas kabupaten atau kota (uptd) yang berperan menyelenggarakan sebagian dari tugas teknis operasional dinas kesehatan kabupaten atau kota dan merupakan salah satu tempat pelayanan kesehatan masyarakat yang berada di kabupaten sumenep tepatnya di kecamatan talango. puskesmas tersebut menjadi tumpuan kesehatan bagi masyarakat talango dan sekitar karena puskesmas talango satu-satunya tempat berobat bagi masyarakat setempat. penyakit kusta adalah penyakit menular, menahun dan disebabkan oleh kuman kusta (mycobacterium leprae) yang menyerang saraf tepi, kulit dan jaringan tubuh lainnya kecuali susunan saraf pusat. sistem pakar berasal dari istilah knowledge-based expert system. istilah ini muncul karena untuk memecahkan",human
JIP (Jurnal Informatika Polinema) (IndoT5 Parafrase),2015,"(fmadm) simple additive weighting (saw) adalah metode dari sistem pendukung keputusan yang dirancang dan dikembangkan untuk membantu dosen dalam menentukan mahasiswa berprestasi, berdasarkan hasil uji coba, aplikasi ini dapat membantu proses perhitungan untuk merangking mahasiswa berdasarkan kriteria yang dimiliki oleh masing-masing mahasiswa. berdasarkan hasil pengujian, aplikasi tersebut dapat membantu dalam proses perhitungan dalam pemilihan mahasiswa berprestasi di politeknik negeri maarang dengan kriteria yang dimilikinya.",ai
"SIMETRIS (Jurnal Teknik Mesin, Elektro dan Ilmu Komputer) UMK",2016,"di indonesia kepadatan arus lalu lintas terjadi pada jam berangkat dan pulang kantor, hari-hari libur panjang atau hari-hari besar nasional terutama saat hari raya idul fitri (lebaran). mudik sudah menjadi tradisi bagi masyarakat indonesia yang ditunggu-tunggu menjelang lebaran, berbondong-bondong untuk pulang ke kampung halaman untuk bertemu dan berkumpul dengan keluarga. kegiatan rutin tahunan ini banyak di lakukan khususnya bagi masyarakat kota-kota besar seperti jakarta, dimana diketahui bahwa jakarta adalah ibu kota negara republik indonesia dan menjadi tujuan merantau untuk mencari pekerjaan yang lebih layak yang merupakan harapan besar bagi masyarakat desa. volume kendaraan bertambah sejak 7 hari menjelang lebaran sampai",human
Jurnal INFOTEL IT Telkom,2010,"jaringan metro ethernet umumnya didefinisikan sebagai bridge dari suatu jaringan atau menghubungkan wilayah yang terpisah bisa juga menghubungkan lan dengan wan atau backbone network yang umumnya dimiliki oleh service provider. admission control adalah suatu mekanisme yang mencegah jaringan mengalami over-loaded. jika qos yang diminta tidak dapat disediakan, maka jaringan tidak akan mengirimkan tanda ke aplikasi untuk memulai mengirimkan data. jika aplikasi telah memulai pengiriman data, maka sumber daya pada jaringan yang sudah dipesan aplikasi tersebut akan terus dikelola secara end-to-end sampai aplikasi tersebut selesai. didalam penelitian ini akan di lihat pengaruh algoritma lucent dan cac pada router cisco yang di",human
Sistemasi (Sistem Informasi) UNISI (IndoT5 Parafrase),2014,(technique for others preference by similarity to ideal solution (topsis) adalah jawaban atas kesulitan yang dihadapi oleh kantor kecamatan tembakan kabupaten inhil dengan menentukan kriteria dan alternatif yang menjadi acuan untuk menentukan nilai keputusan dan melakukan perhitungan matrik untuk mencapai tujuan yang tepat pada keputusan penetapan pegawai teladan di kantor kec.,ai
